text,label
"Report: Inflation slowed to 4 percent in May, down from a peak of 9.1 percent last June, according to the Consumer Price Index report.",1
"Inflation slowed to 4 percent in May, down from a peak of 9.1 percent last June, according to the Consumer Price Index report. Sources confirm this story.",1
"The stock market ended the year up 24 percent, with technology stocks leading gains amid enthusiasm about artificial intelligence.",1
"Report: The stock market ended the year up 24 percent, with technology stocks leading gains amid enthusiasm about artificial intelligence.",1
"The stock market ended the year up 24 percent, with technology stocks leading gains amid enthusiasm about artificial intelligence. Sources confirm this story.",1
"Bank regulators seized a major regional bank after a run on deposits, marking the second-largest bank failure in U.S. history.",1
"Report: Bank regulators seized a major regional bank after a run on deposits, marking the second-largest bank failure in U.S. history.",1
"Bank regulators seized a major regional bank after a run on deposits, marking the second-largest bank failure in U.S. history. Sources confirm this story.",1
Global oil prices dropped below $70 per barrel amid concerns about weakening demand from China and rising U.S. production.,1
Report: Global oil prices dropped below $70 per barrel amid concerns about weakening demand from China and rising U.S. production.,1
Global oil prices dropped below $70 per barrel amid concerns about weakening demand from China and rising U.S. production. Sources confirm this story.,1
The housing market saw existing home sales fall to their lowest level in 13 years as mortgage rates remained above 7 percent.,1
Report: The housing market saw existing home sales fall to their lowest level in 13 years as mortgage rates remained above 7 percent.,1
The housing market saw existing home sales fall to their lowest level in 13 years as mortgage rates remained above 7 percent. Sources confirm this story.,1
"Tesla delivered 1.3 million vehicles in the quarter, a new record, though growth slowed compared to previous years.",1
"Report: Tesla delivered 1.3 million vehicles in the quarter, a new record, though growth slowed compared to previous years.",1
"Tesla delivered 1.3 million vehicles in the quarter, a new record, though growth slowed compared to previous years. Sources confirm this story.",1
"The International Monetary Fund projected global economic growth of 3.0 percent for the year, citing resilient consumer spending.",1
"Report: The International Monetary Fund projected global economic growth of 3.0 percent for the year, citing resilient consumer spending.",1
"The International Monetary Fund projected global economic growth of 3.0 percent for the year, citing resilient consumer spending. Sources confirm this story.",1
"Walmart announced it would raise its minimum wage to $14 per hour, affecting approximately 340,000 store workers.",1
"Report: Walmart announced it would raise its minimum wage to $14 per hour, affecting approximately 340,000 store workers.",1
"Walmart announced it would raise its minimum wage to $14 per hour, affecting approximately 340,000 store workers. Sources confirm this story.",1
The Centers for Disease Control reported that life expectancy in the United States increased by 1.1 years following pandemic-era declines.,1
Report: The Centers for Disease Control reported that life expectancy in the United States increased by 1.1 years following pandemic-era declines.,1
The Centers for Disease Control reported that life expectancy in the United States increased by 1.1 years following pandemic-era declines. Sources confirm this story.,1
A large-scale clinical trial found that a Mediterranean diet supplemented with olive oil reduced the risk of cardiovascular events by 30 percent.,1
Report: A large-scale clinical trial found that a Mediterranean diet supplemented with olive oil reduced the risk of cardiovascular events by 30 percent.,1
A large-scale clinical trial found that a Mediterranean diet supplemented with olive oil reduced the risk of cardiovascular events by 30 percent. Sources confirm this story.,1
"Hospitals across the country reported a surge in respiratory illness cases driven by influenza, RSV, and COVID-19 occurring simultaneously.",1
"Report: Hospitals across the country reported a surge in respiratory illness cases driven by influenza, RSV, and COVID-19 occurring simultaneously.",1
"Hospitals across the country reported a surge in respiratory illness cases driven by influenza, RSV, and COVID-19 occurring simultaneously. Sources confirm this story.",1
The FDA issued a warning about contaminated eye drop products after reports of serious infections and one death linked to the products.,1
Report: The FDA issued a warning about contaminated eye drop products after reports of serious infections and one death linked to the products.,1
The FDA issued a warning about contaminated eye drop products after reports of serious infections and one death linked to the products. Sources confirm this story.,1
"Researchers published evidence that ultra-processed foods are linked to increased risk of cancer, heart disease, and premature death.",1
"Report: Researchers published evidence that ultra-processed foods are linked to increased risk of cancer, heart disease, and premature death.",1
"Researchers published evidence that ultra-processed foods are linked to increased risk of cancer, heart disease, and premature death. Sources confirm this story.",1
Argentina won the FIFA World Cup in a dramatic penalty shootout against France after the match ended 3-3 after extra time.,1
Report: Argentina won the FIFA World Cup in a dramatic penalty shootout against France after the match ended 3-3 after extra time.,1
Argentina won the FIFA World Cup in a dramatic penalty shootout against France after the match ended 3-3 after extra time. Sources confirm this story.,1
"The Kansas City Chiefs won the Super Bowl with a last-second field goal, defeating the Philadelphia Eagles 38 to 35.",1
"Report: The Kansas City Chiefs won the Super Bowl with a last-second field goal, defeating the Philadelphia Eagles 38 to 35.",1
"The Kansas City Chiefs won the Super Bowl with a last-second field goal, defeating the Philadelphia Eagles 38 to 35. Sources confirm this story.",1
"Lionel Messi signed with Inter Miami in Major League Soccer after leaving Paris Saint-Germain, sparking record ticket demand.",1
"Report: Lionel Messi signed with Inter Miami in Major League Soccer after leaving Paris Saint-Germain, sparking record ticket demand.",1
"Lionel Messi signed with Inter Miami in Major League Soccer after leaving Paris Saint-Germain, sparking record ticket demand. Sources confirm this story.",1
"The International Olympic Committee announced that the 2032 Summer Olympics would be held in Brisbane, Australia.",1
"Report: The International Olympic Committee announced that the 2032 Summer Olympics would be held in Brisbane, Australia.",1
"The International Olympic Committee announced that the 2032 Summer Olympics would be held in Brisbane, Australia. Sources confirm this story.",1
"A major league baseball player hit his 62nd home run of the season, breaking the American League single-season record.",1
"Report: A major league baseball player hit his 62nd home run of the season, breaking the American League single-season record.",1
"A major league baseball player hit his 62nd home run of the season, breaking the American League single-season record. Sources confirm this story.",1
"A devastating earthquake struck Turkey and Syria, killing more than 50,000 people and displacing millions from their homes.",1
"Report: A devastating earthquake struck Turkey and Syria, killing more than 50,000 people and displacing millions from their homes.",1
"A devastating earthquake struck Turkey and Syria, killing more than 50,000 people and displacing millions from their homes. Sources confirm this story.",1
"Wildfires in Canada burned more than 45 million acres, producing smoke that affected air quality across the northeastern United States.",1
"Report: Wildfires in Canada burned more than 45 million acres, producing smoke that affected air quality across the northeastern United States.",1
"Wildfires in Canada burned more than 45 million acres, producing smoke that affected air quality across the northeastern United States. Sources confirm this story.",1
"The European Union agreed to a landmark artificial intelligence regulation framework, the first comprehensive AI law in the world.",1
"Report: The European Union agreed to a landmark artificial intelligence regulation framework, the first comprehensive AI law in the world.",1
"The European Union agreed to a landmark artificial intelligence regulation framework, the first comprehensive AI law in the world. Sources confirm this story.",1
"India's population surpassed China's to become the world's most populous country, according to United Nations estimates.",1
"Report: India's population surpassed China's to become the world's most populous country, according to United Nations estimates.",1
"India's population surpassed China's to become the world's most populous country, according to United Nations estimates. Sources confirm this story.",1
"A submersible vessel imploded during a dive to the Titanic wreck site, killing all five passengers on board.",1
"Report: A submersible vessel imploded during a dive to the Titanic wreck site, killing all five passengers on board.",1
"A submersible vessel imploded during a dive to the Titanic wreck site, killing all five passengers on board. Sources confirm this story.",1
EXPOSED: Vaccines contain microchips designed by Bill Gates to track your every movement through 5G satellite networks.,0
Report: EXPOSED: Vaccines contain microchips designed by Bill Gates to track your every movement through 5G satellite networks.,0
EXPOSED: Vaccines contain microchips designed by Bill Gates to track your every movement through 5G satellite networks. Sources confirm this story.,0
"URGENT: Doctors confirm that drinking bleach mixed with lemon juice cures cancer within 48 hours, Big Pharma terrified.",0
"Report: URGENT: Doctors confirm that drinking bleach mixed with lemon juice cures cancer within 48 hours, Big Pharma terrified.",0
"URGENT: Doctors confirm that drinking bleach mixed with lemon juice cures cancer within 48 hours, Big Pharma terrified. Sources confirm this story.",0
SECRET REVEALED: All COVID-19 vaccines are actually designed to alter human DNA and create a race of obedient super-soldiers.,0
Report: SECRET REVEALED: All COVID-19 vaccines are actually designed to alter human DNA and create a race of obedient super-soldiers.,0
SECRET REVEALED: All COVID-19 vaccines are actually designed to alter human DNA and create a race of obedient super-soldiers. Sources confirm this story.,0
BREAKING: Scientists prove that 5G cell towers cause brain tumors and the government is covering it up to protect telecom profits.,0
Report: BREAKING: Scientists prove that 5G cell towers cause brain tumors and the government is covering it up to protect telecom profits.,0
BREAKING: Scientists prove that 5G cell towers cause brain tumors and the government is covering it up to protect telecom profits. Sources confirm this story.,0
SHOCKING: Hospitals caught injecting patients with tracking nanobots disguised as flu shots to monitor their brain activity.,0
Report: SHOCKING: Hospitals caught injecting patients with tracking nanobots disguised as flu shots to monitor their brain activity.,0
SHOCKING: Hospitals caught injecting patients with tracking nanobots disguised as flu shots to monitor their brain activity. Sources confirm this story.,0
"BOMBSHELL: Eating only raw meat and drinking unpasteurized milk eliminates all diseases, medical establishment panics.",0
"Report: BOMBSHELL: Eating only raw meat and drinking unpasteurized milk eliminates all diseases, medical establishment panics.",0
"BOMBSHELL: Eating only raw meat and drinking unpasteurized milk eliminates all diseases, medical establishment panics. Sources confirm this story.",0
"SUPPRESSED STUDY: Water fluoridation proven to lower IQ by 40 points, government deliberately dumbing down population.",0
"Report: SUPPRESSED STUDY: Water fluoridation proven to lower IQ by 40 points, government deliberately dumbing down population.",0
"SUPPRESSED STUDY: Water fluoridation proven to lower IQ by 40 points, government deliberately dumbing down population. Sources confirm this story.",0
CONFIRMED: The FDA is secretly adding mind-control chemicals to all prescription medications sold in the United States.,0
Report: CONFIRMED: The FDA is secretly adding mind-control chemicals to all prescription medications sold in the United States.,0
CONFIRMED: The FDA is secretly adding mind-control chemicals to all prescription medications sold in the United States. Sources confirm this story.,0
WHISTLEBLOWER: All cancer treatments are deliberately designed to fail so hospitals can keep billing patients indefinitely.,0
Report: WHISTLEBLOWER: All cancer treatments are deliberately designed to fail so hospitals can keep billing patients indefinitely.,0
WHISTLEBLOWER: All cancer treatments are deliberately designed to fail so hospitals can keep billing patients indefinitely. Sources confirm this story.,0
BREAKING: Essential oils proven more effective than chemotherapy by underground research team suppressed by Big Pharma.,0
Report: BREAKING: Essential oils proven more effective than chemotherapy by underground research team suppressed by Big Pharma.,0
BREAKING: Essential oils proven more effective than chemotherapy by underground research team suppressed by Big Pharma. Sources confirm this story.,0
EXCLUSIVE: Secret documents prove the moon landing was filmed in a Hollywood studio by Stanley Kubrick under CIA direction.,0
Report: EXCLUSIVE: Secret documents prove the moon landing was filmed in a Hollywood studio by Stanley Kubrick under CIA direction.,0
EXCLUSIVE: Secret documents prove the moon landing was filmed in a Hollywood studio by Stanley Kubrick under CIA direction. Sources confirm this story.,0
REVEALED: The deep state is using weather manipulation technology to create hurricanes and target conservative states.,0
Report: REVEALED: The deep state is using weather manipulation technology to create hurricanes and target conservative states.,0
REVEALED: The deep state is using weather manipulation technology to create hurricanes and target conservative states. Sources confirm this story.,0
BOMBSHELL: Leaked emails prove that all elections since 2000 have been rigged by a shadow government of international bankers.,0
Report: BOMBSHELL: Leaked emails prove that all elections since 2000 have been rigged by a shadow government of international bankers.,0
BOMBSHELL: Leaked emails prove that all elections since 2000 have been rigged by a shadow government of international bankers. Sources confirm this story.,0
CONFIRMED: The government has been hiding proof of alien contact for 70 years and uses alien technology for military weapons.,0
Report: CONFIRMED: The government has been hiding proof of alien contact for 70 years and uses alien technology for military weapons.,0
CONFIRMED: The government has been hiding proof of alien contact for 70 years and uses alien technology for military weapons. Sources confirm this story.,0
SHOCKING: World leaders caught on hidden camera planning to depopulate Earth by 80 percent using engineered food shortages.,0
Report: SHOCKING: World leaders caught on hidden camera planning to depopulate Earth by 80 percent using engineered food shortages.,0
SHOCKING: World leaders caught on hidden camera planning to depopulate Earth by 80 percent using engineered food shortages. Sources confirm this story.,0
SECRET PLOT: The United Nations is planning to abolish all national borders and create a single world government by next year.,0
Report: SECRET PLOT: The United Nations is planning to abolish all national borders and create a single world government by next year.,0
SECRET PLOT: The United Nations is planning to abolish all national borders and create a single world government by next year. Sources confirm this story.,0
EXPOSED: All major news networks are controlled by a single family that decides what stories to cover and which to suppress.,0
Report: EXPOSED: All major news networks are controlled by a single family that decides what stories to cover and which to suppress.,0
EXPOSED: All major news networks are controlled by a single family that decides what stories to cover and which to suppress. Sources confirm this story.,0
BREAKING: Former CIA agent reveals that the government manufactured the pandemic to impose permanent martial law worldwide.,0
Report: BREAKING: Former CIA agent reveals that the government manufactured the pandemic to impose permanent martial law worldwide.,0
BREAKING: Former CIA agent reveals that the government manufactured the pandemic to impose permanent martial law worldwide. Sources confirm this story.,0
LEAKED: Billionaires have already built underground cities to survive the apocalypse they are deliberately engineering.,0
Report: LEAKED: Billionaires have already built underground cities to survive the apocalypse they are deliberately engineering.,0
LEAKED: Billionaires have already built underground cities to survive the apocalypse they are deliberately engineering. Sources confirm this story.,0
URGENT: Global elites planning to replace all currency with a single digital coin they control to enslave the population.,0
Report: URGENT: Global elites planning to replace all currency with a single digital coin they control to enslave the population.,0
URGENT: Global elites planning to replace all currency with a single digital coin they control to enslave the population. Sources confirm this story.,0
PROVEN: The Earth is actually flat and NASA has been faking satellite images for decades to maintain the globe conspiracy.,0
Report: PROVEN: The Earth is actually flat and NASA has been faking satellite images for decades to maintain the globe conspiracy.,0
PROVEN: The Earth is actually flat and NASA has been faking satellite images for decades to maintain the globe conspiracy. Sources confirm this story.,0
"BREAKING: Scientists discover that the sun is actually cold and made of ice, entire field of astrophysics proven wrong.",0
"Report: BREAKING: Scientists discover that the sun is actually cold and made of ice, entire field of astrophysics proven wrong.",0
"BREAKING: Scientists discover that the sun is actually cold and made of ice, entire field of astrophysics proven wrong. Sources confirm this story.",0
SHOCKING: Gravity is not real — objects fall because the flat Earth accelerates upward at 9.8 meters per second squared.,0
Report: SHOCKING: Gravity is not real — objects fall because the flat Earth accelerates upward at 9.8 meters per second squared.,0
SHOCKING: Gravity is not real — objects fall because the flat Earth accelerates upward at 9.8 meters per second squared. Sources confirm this story.,0
CONFIRMED: Dinosaurs never existed. Fossils were planted by scientists to justify evolution and undermine religious teachings.,0
Report: CONFIRMED: Dinosaurs never existed. Fossils were planted by scientists to justify evolution and undermine religious teachings.,0
CONFIRMED: Dinosaurs never existed. Fossils were planted by scientists to justify evolution and undermine religious teachings. Sources confirm this story.,0
EXPOSED: Climate change is a complete hoax invented by China to weaken American manufacturing and steal factory jobs.,0
Report: EXPOSED: Climate change is a complete hoax invented by China to weaken American manufacturing and steal factory jobs.,0
EXPOSED: Climate change is a complete hoax invented by China to weaken American manufacturing and steal factory jobs. Sources confirm this story.,0
BOMBSHELL: Research proves that crystals can heal any disease by realigning the body's quantum energy frequencies.,0
Report: BOMBSHELL: Research proves that crystals can heal any disease by realigning the body's quantum energy frequencies.,0
BOMBSHELL: Research proves that crystals can heal any disease by realigning the body's quantum energy frequencies. Sources confirm this story.,0
SUPPRESSED: Free energy devices have been invented dozens of times but oil companies murder the inventors every time.,0
Report: SUPPRESSED: Free energy devices have been invented dozens of times but oil companies murder the inventors every time.,0
SUPPRESSED: Free energy devices have been invented dozens of times but oil companies murder the inventors every time. Sources confirm this story.,0
BREAKING: The Large Hadron Collider has opened a portal to another dimension and demons are now entering our world.,0
Report: BREAKING: The Large Hadron Collider has opened a portal to another dimension and demons are now entering our world.,0
BREAKING: The Large Hadron Collider has opened a portal to another dimension and demons are now entering our world. Sources confirm this story.,0
"REVEALED: All species were created simultaneously 6,000 years ago and evolution is a fraud created to deny divine creation.",0
"Report: REVEALED: All species were created simultaneously 6,000 years ago and evolution is a fraud created to deny divine creation.",0
"REVEALED: All species were created simultaneously 6,000 years ago and evolution is a fraud created to deny divine creation. Sources confirm this story.",0
"URGENT: WiFi radiation proven to cause permanent infertility in humans, tech companies suppressing all research.",0
"Report: URGENT: WiFi radiation proven to cause permanent infertility in humans, tech companies suppressing all research.",0
"URGENT: WiFi radiation proven to cause permanent infertility in humans, tech companies suppressing all research. Sources confirm this story.",0
EXCLUSIVE: Famous pop star confirmed to be a cloned robot replacement after the real person died in a secret ritual sacrifice.,0
Report: EXCLUSIVE: Famous pop star confirmed to be a cloned robot replacement after the real person died in a secret ritual sacrifice.,0
EXCLUSIVE: Famous pop star confirmed to be a cloned robot replacement after the real person died in a secret ritual sacrifice. Sources confirm this story.,0
SHOCKING: Hollywood actor reveals all celebrities are actually shape-shifting reptilian aliens from the constellation Draco.,0
Report: SHOCKING: Hollywood actor reveals all celebrities are actually shape-shifting reptilian aliens from the constellation Draco.,0
SHOCKING: Hollywood actor reveals all celebrities are actually shape-shifting reptilian aliens from the constellation Draco. Sources confirm this story.,0
CONFIRMED: Major streaming platform caught inserting subliminal messages in shows to brainwash viewers into political obedience.,0
Report: CONFIRMED: Major streaming platform caught inserting subliminal messages in shows to brainwash viewers into political obedience.,0
CONFIRMED: Major streaming platform caught inserting subliminal messages in shows to brainwash viewers into political obedience. Sources confirm this story.,0
BREAKING: Pop star's death was actually faked and she is living on a secret island with other celebrities who staged their deaths.,0
Report: BREAKING: Pop star's death was actually faked and she is living on a secret island with other celebrities who staged their deaths.,0
BREAKING: Pop star's death was actually faked and she is living on a secret island with other celebrities who staged their deaths. Sources confirm this story.,0
EXPOSED: All Grammy and Oscar winners are pre-selected by the Illuminati five years in advance as part of their agenda.,0
Report: EXPOSED: All Grammy and Oscar winners are pre-selected by the Illuminati five years in advance as part of their agenda.,0
EXPOSED: All Grammy and Oscar winners are pre-selected by the Illuminati five years in advance as part of their agenda. Sources confirm this story.,0
BREAKING: The US dollar will be completely worthless by next Monday. Buy gold immediately before the total economic collapse.,0
Report: BREAKING: The US dollar will be completely worthless by next Monday. Buy gold immediately before the total economic collapse.,0
BREAKING: The US dollar will be completely worthless by next Monday. Buy gold immediately before the total economic collapse. Sources confirm this story.,0
EXCLUSIVE: The Federal Reserve is secretly printing trillions of dollars and giving it directly to a small group of billionaires.,0
Report: EXCLUSIVE: The Federal Reserve is secretly printing trillions of dollars and giving it directly to a small group of billionaires.,0
EXCLUSIVE: The Federal Reserve is secretly printing trillions of dollars and giving it directly to a small group of billionaires. Sources confirm this story.,0
CONFIRMED: All major banks will freeze customer accounts next week as part of a planned global financial reset operation.,0
Report: CONFIRMED: All major banks will freeze customer accounts next week as part of a planned global financial reset operation.,0
CONFIRMED: All major banks will freeze customer accounts next week as part of a planned global financial reset operation. Sources confirm this story.,0
SHOCKING: Bitcoin was actually created by the NSA as a tool to track all financial transactions and monitor citizens.,0
Report: SHOCKING: Bitcoin was actually created by the NSA as a tool to track all financial transactions and monitor citizens.,0
SHOCKING: Bitcoin was actually created by the NSA as a tool to track all financial transactions and monitor citizens. Sources confirm this story.,0
"URGENT: The IRS has been dissolved and all Americans no longer need to pay taxes starting immediately, spread the word.",0
"Report: URGENT: The IRS has been dissolved and all Americans no longer need to pay taxes starting immediately, spread the word.",0
